ID	AlternateID	Annotation
gene_12735		product_name=putative sugar transporter
gene_12738		product_name=hypothetical protein
gene_12740		product_name=hypothetical protein
gene_12741		product_name=hypothetical protein
gene_12742		product_name=putative alternative oxidase AlxA
gene_12744		product_name=putative sarcosine oxidase
gene_12747		product_name=Fungal chitosanase of glycosyl hydrolase group 75-domain containing protein
gene_12748		product_name=pyridoxal-dependent decarboxylase domain protein
gene_12749		product_name=hypothetical protein
gene_12751		product_name=putative amino acid permease
gene_12753		product_name=hypothetical protein
gene_12754		product_name=hypothetical protein
gene_12756		product_name=hypothetical protein
gene_12757		product_name=Extracellular metallo proteinase mep
gene_12762		product_name=ankyrin repeat protein
gene_12764		product_name=ankyrin repeat protein
gene_12766		product_name=putative cytochrome P450
gene_12767		product_name=putative fatty acid synthase alpha subunit
gene_12768		product_name=putative aspartic-type endopeptidase
gene_12769		product_name=hypothetical protein
gene_12771		product_name=Domain of unknown function (DUF3425)-domain containing protein
gene_12774		product_name=hypothetical protein
gene_12776		product_name=putative mannan endo-1%2C4-beta-mannosidase A precursor
gene_13839		product_name=hypothetical protein
gene_12777		product_name=hypothetical protein
gene_12778		product_name=putative mandelate racemase
gene_12781		product_name=adenosine deaminase family protein
gene_12784		product_name=hypothetical protein
gene_12785		product_name=Protein of unknown function (DUF1485)-domain containing protein
gene_12787		product_name=putative copper homeostasis protein
gene_12789		product_name=integral membrane protein
gene_12794		product_name=hypothetical protein
gene_12799		product_name=hypothetical protein
gene_12800		product_name=putative FAD-dependent monooxygenase
gene_12801		product_name=putative amid-like NADH oxidoreductase
gene_12807		product_name=putative POT peptide transporter
gene_12809		product_name=MGMT family protein
gene_12813		product_name=putative sensor histidine kinase/response regulator TcsB/Sln1
gene_12814		product_name=Heterokaryon incompatibility protein (HET)-domain containing protein
gene_12815		product_name=putative cell cycle control protein
gene_12816		product_name=putative endoglucanase-1 precursor
gene_12819		product_name=hypothetical protein
gene_12828		product_name=Alpha/Beta hydrolase fold
gene_12829		product_name=hypothetical protein
gene_12830		product_name=putative nuclear envelope protein Brr6
gene_12831		product_name=putative MFS monocarboxylate transporter
gene_12832		product_name=hypothetical protein
gene_12833		product_name=hypothetical protein
gene_12840		product_name=Guanyl-specific ribonuclease T1
gene_12842		product_name=hypothetical protein
gene_12844		product_name=hypothetical protein
gene_12845		product_name=putative penicillin-binding protein
gene_12846		product_name=Protein of unknown function (DUF2422)-domain containing protein
gene_12850		product_name=hypothetical protein
gene_12852		product_name=hypothetical protein
gene_12853		product_name=Alpha/Beta hydrolase fold
gene_12857		product_name=WW domain protein
gene_12859		product_name=Sialidase
gene_12867		product_name=putative NADH-cytochrome B5 reductase
gene_12869		product_name=putative allantoate permease
gene_12871		product_name=phosphoglycerate mutase family protein
gene_12873		product_name=putative quinone oxidoreductase
gene_12874		product_name=Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
gene_12875		product_name=TAP-like protein-domain containing protein
gene_12880		product_name=putative PKS-like enzyme
gene_12881		product_name=putative plasma membrane stress response protein
gene_12884		product_name=DUF1212 domain membrane protein
gene_12888		product_name=putative alpha/beta hydrolase
gene_12890		product_name=hypothetical protein
gene_12895		product_name=Rieske [2Fe-2S] domain protein
gene_12897		product_name=hypothetical protein
gene_12898		product_name=putative MYND domain protein
gene_12902		product_name=hypothetical protein
gene_12909		product_name=putative antigenic cell wall galactomanno protein
gene_12916		product_name=hypothetical protein
gene_12918		product_name=hypothetical protein
gene_12920		product_name=hypothetical protein
gene_12923		product_name=putative molybdopterin cofactor sulfurase
gene_12932		product_name=putative nucleoside-diphosphate-sugar epimerase
gene_12935		product_name=hypothetical protein
gene_12936		product_name=putative L-PSP endoribonuclease family protein
gene_12940		product_name=putative chitin binding domain protein Peritrophin-A
gene_12942		product_name=hypothetical protein
gene_12946		product_name=mannitol-1-phosphate/altronate dehydrogenase
gene_12949		product_name=hypothetical protein
gene_12953		product_name=amino acid permease family protein
gene_12958		product_name=Protein kinase-like domain-containing protein
gene_12960		product_name=hypothetical protein
gene_12962		product_name=hypothetical protein
gene_12963		product_name=hypothetical protein
gene_12964		product_name=putative bcs1 AAA-type ATPase
gene_12965		product_name=hypothetical protein
gene_12970		product_name=hypothetical protein
gene_12972		product_name=Protein of unknown function (DUF3723)-domain containing protein
gene_12973		product_name=putative glucose-methanol-choline oxidoreductase
gene_12975		product_name=putative MFS aflatoxin efflux pump
gene_12976		product_name=putative short-chain dehydrogenase/reductase family protein
gene_12985		product_name=Fungal specific transcription factor domain-domain containing protein
gene_12991		product_name=putative early growth response protein 3%2C egr-3
gene_12993		product_name=hypothetical protein
gene_13000		product_name=hypothetical protein
gene_13009		product_name=hypothetical protein
gene_13011		product_name=hypothetical protein
gene_13017		product_name=putative enterobactin esterase IroE-like
gene_13024		product_name=hypothetical protein
gene_13025		product_name=hypothetical protein
gene_13026		product_name=oxidoreductase
gene_13027		product_name=hypothetical protein
gene_13031		product_name=putative aminotransferase
gene_13032		product_name=hypothetical protein
gene_13033		product_name=Protein kinase-like domain-containing protein
gene_13036		product_name=Mitochondrial zinc maintenance protein 1%2C mitochondrial
gene_13041		product_name=Fungal specific transcription factor domain-domain containing protein
gene_13042		product_name=putative oxidoreductase
gene_13047		product_name=oxidoreductase
gene_13049		product_name=isoflavone reductase family protein
gene_13050		product_name=putative MFS multidrug transporter
gene_13053		product_name=putative aldehyde dehydrogenase family protein
gene_13054		product_name=putative glutamine synthetase
gene_13055		product_name=putative glutamine synthetase
gene_13056		product_name=dienelactone hydrolase
gene_13058		product_name=hypothetical protein
gene_13059		product_name=hypothetical protein
gene_13060		product_name=DltD N-terminal domain protein
gene_13061		product_name=Glycoside hydrolase superfamily
gene_13064		product_name=putative LysM domain protein
gene_13065		product_name=putative membrane-spanning ATPase
gene_13066		product_name=putative chromosome segregation protein
gene_13067		product_name=putative GPI-anchor
gene_13071		product_name=hypothetical protein
gene_13072		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_13074		product_name=putative RING finger protein
gene_13076		product_name=putative aquaporin
gene_13080		product_name=putative dimethylaniline monooxygenase
gene_13081		product_name=putative siderophore iron transporter
gene_13082		product_name=putative dimethylaniline monooxygenase
gene_13090		product_name=RNA polymerase II transcription factor complex subunit
gene_13094		product_name=hypothetical protein
gene_13095		product_name=hypothetical protein
gene_13097		product_name=putative cytochrome P450 alkane hydroxylase
gene_13098		product_name=putative serine peptidase%2C family S28
gene_13099		product_name=hypothetical protein
gene_13103		product_name=putative phthalate transporter
gene_13105		product_name=hypothetical protein
gene_13107		product_name=putative pyridine nucleotide-disulphide oxidoreductase
gene_13110		product_name=aromatic amino acid aminotransferase
gene_13111		product_name=Pectate lyase superfamily protein-domain containing protein
gene_13112		product_name=hypothetical protein
gene_13113		product_name=putative chitin binding protein
gene_13115		product_name=60S ribosomal protein L17
gene_13118		product_name=putative 3-ketoacyl-acyl carrier protein reductase
gene_13121		product_name=putative metalloreductase
gene_13122		product_name=putative ABC transporter
gene_13126		product_name=putative small nuclear ribonucleo protein
gene_13813		product_name=hypothetical protein
gene_13127		product_name=putative C6 finger domain protein
gene_13128		product_name=hypothetical protein
gene_13129		product_name=putative elongation factor 1-alpha
gene_13130		product_name=putative catechol dioxygenase
gene_13146		product_name=GNS1/SUR4 family-domain containing protein
gene_13155		product_name=hypothetical protein
gene_13156		product_name=hypothetical protein
gene_13162		product_name=zinc-binding oxidoreductase CipB
gene_13163		product_name=DUF521 domain protein
gene_13166		product_name=putative L-PSP endoribonuclease family protein
gene_13167		product_name=putative sulfate transporter
gene_13168		product_name=hypothetical protein
gene_13169		product_name=putative small nucleolar ribonucleo protein complex subunit Utp15
gene_13170		product_name=phytanoyl-CoA dioxygenase family protein
gene_13179		product_name=C2 and Extensin domain protein
gene_13180		product_name=hypothetical protein
gene_13182		product_name=putative pre-mRNA splicing factor
gene_13184		product_name=Histidine phosphatase superfamily
gene_13186		product_name=hypothetical protein
gene_13188		product_name=putative AMP-binding enzyme
gene_13191		product_name=hypothetical protein
gene_13193		product_name=magnesium-dependent phosphatase
gene_13194		product_name=putative cholinephosphate cytidylyltransferase
gene_13195		product_name=putative mannose-6-phosphate isomerase
gene_13206		product_name=ubiA prenyltransferase family protein
gene_13207		product_name=hypothetical protein
gene_13210		product_name=putative signal recognition particle 14kD protein
gene_13211		product_name=Inheritance of peroxisomes protein 1-domain containing protein
gene_13838		product_name=transmembrane protein UsgS
gene_13212		product_name=Acetamidase/Formamidase
gene_13213		product_name=fructosyl amine:oxygen oxidoreductase
gene_13215		product_name=putative MFS transporter
gene_13218		product_name=Not1 N-terminal domain%2C CCR4-Not complex component-domain containing protein
gene_13220		product_name=putative C2H2 finger domain protein
gene_13221		product_name=methylated-DNA-protein-cysteine methyltransferase
gene_13222		product_name=putative MFS monosaccharide transporter
gene_13225		product_name=hypothetical protein
gene_13227		product_name=putative fatty acid desaturase
gene_13228		product_name=putative CUE domain protein
gene_13230		product_name=CCCH zinc finger domain protein
gene_13234		product_name=hypothetical protein
gene_13236		product_name=DNA-directed RNA polymerase I subunit RPA34.5-domain containing protein
gene_13244		product_name=hypothetical protein
gene_13245		product_name=Arb2 domain-domain containing protein
gene_13835		product_name=putative 40S ribosomal protein S14
gene_13246		product_name=putative mitochondrial F1F0 ATP synthase subunit Atp18
gene_13247		product_name=putative mitotic spindle biogenesis protein Spc19
gene_13249		product_name=hypothetical protein
gene_13253		product_name=putative exosome complex exonuclease Rrp40
gene_13257		product_name=hypothetical protein
gene_13258		product_name=hypothetical protein
gene_13261		product_name=Uncharacterized conserved protein (DUF2156)-domain containing protein
gene_13262		product_name=hypothetical protein
gene_13267		product_name=hypothetical protein
gene_13268		product_name=hypothetical protein
gene_13269		product_name=hypothetical protein
gene_13270		product_name=Rpp20 subunit of nuclear RNase MRP and P-domain containing protein
gene_13271		product_name=putative cytoplasm to vacuole targeting Vps64
gene_13277		product_name=hypothetical protein
gene_13281		product_name=putative autophagy related lipase Atg15
gene_13282		product_name=putative VPS9 domain protein
gene_13283		product_name=Extracellular mutant protein 11-domain containing protein
gene_13284		product_name=hypothetical protein
gene_13285		product_name=RING finger protein
gene_13286		product_name=5'-phosphoribosylglycinamide formyltransferase
gene_13287		product_name=hypothetical protein
gene_13290		product_name=putative nuclear protein export protein Yrb2
gene_13291		product_name=hypothetical protein
gene_13292		product_name=pentatricopeptide repeat protein
gene_13300		product_name=putative DNA polymerase alpha catalytic subunit
gene_13302		product_name=ATP-dependent RNA helicase dbp2
gene_13303		product_name=putative esterase
gene_13304		product_name=hypothetical protein
gene_13305		product_name=Class I glutamine amidotransferase-like protein
gene_13308		product_name=hypothetical protein
gene_13309		product_name=putative DNA repair protein rad9
gene_13311		product_name=putative MFS phosphate transporter
gene_13312		product_name=hypothetical protein
gene_13313		product_name=putative serine/threonine protein kinase
gene_13315		product_name=enoyl-coa hydratase
gene_13318		product_name=putative COPI vesicle coat beta
gene_13321		product_name=Ubiquinol-cytochrome-c reductase complex subunit (QCR10)-domain containing protein
gene_13324		product_name=hypothetical protein
gene_13329		product_name=putative ATP-dependent protease
gene_13333		product_name=hypothetical protein
gene_13334		product_name=Ribosomal protein S11-domain containing protein
gene_13335		product_name=AAR2 family protein
gene_13337		product_name=putative amp dependent CoA ligase
gene_13339		product_name=putative eukaryotic translation initiation factor 3 subunit EifCl
gene_13341		product_name=kynureninase
gene_13342		product_name=putative membrane protein
gene_13346		product_name=DUF408 domain protein
gene_13348		product_name=Mitochondrial ribosomal protein MRP51
gene_13350		product_name=hexose carrier protein
gene_13351		product_name=Bacterial alpha-L-rhamnosidase-domain containing protein
gene_13358		product_name=hypothetical protein
gene_13359		product_name=hypothetical protein
gene_13364		product_name=YjeF domain protein
gene_13365		product_name=hypothetical protein
gene_13366		product_name=60S acidic ribosomal protein P2/allergen Asp F 8
gene_13367		product_name=putative 40S ribosomal protein S15
gene_13368		product_name=putative SET and MYND domain protein
gene_13369		product_name=large subunit of carbamoyl-phosphate synthase
gene_13370		product_name=hypothetical protein
gene_13373		product_name=hypothetical protein
gene_13375		product_name=putative DEAD/DEAH box RNA helicase
gene_13377		product_name=putative mitochondrial Hsp70 chaperone
gene_13378		product_name=hypothetical protein
gene_13383		product_name=hypothetical protein
gene_13384		product_name=hypothetical protein
gene_13386		product_name=hypothetical protein
gene_13387		product_name=translation initiation factor 3%2C subunit G
gene_13391		product_name=hypothetical protein
gene_13395		product_name=conidiation-specific family protein
gene_13397		product_name=hypothetical protein
gene_13398		product_name=Glucose-6-phosphate isomerase
gene_13400		product_name=hypothetical protein
gene_13401		product_name=Rhodanese-like domain-containing protein
gene_13402		product_name=putative exonuclease
gene_13403		product_name=putative cutinase
gene_13406		product_name=Protein kinase-like domain-containing protein
gene_13411		product_name=Protein of unknown function (DUF3759)-domain containing protein
gene_13412		product_name=hypothetical protein
gene_13414		product_name=hypothetical protein
gene_13417		product_name=putative aspartate transaminase
gene_13840		product_name=hypothetical protein
gene_13858		product_name=putative kns1
gene_13421		product_name=hypothetical protein
gene_13432		product_name=putative alpha/beta hydrolase
gene_13434		product_name=Protein of unknown function (DUF3605)-domain containing protein
gene_13435		product_name=hypothetical protein
gene_13438		product_name=putative lipopolysaccharide biosynthesis protein rffA
gene_13439		product_name=putative mechanosensitive ion channel
gene_13442		product_name=putative biotin apo-protein ligase
gene_13443		product_name=hypothetical protein
gene_13444		product_name=putative cytochrome P450 family protein
gene_13446		product_name=putative extracellular endoglucanase/cellulase
gene_13447		product_name=DUF833 domain protein
gene_13448		product_name=TB2/DP1%2C HVA22 family-domain containing protein
gene_13449		product_name=hypothetical protein
gene_13451		product_name=universal stress protein family domain protein
gene_13459		product_name=hypothetical protein
gene_13462		product_name=hypothetical protein
gene_13463		product_name=putative D-amino acid oxidase
gene_13464		product_name=putative ankyrin repeat-containing protein
gene_13467		product_name=hypothetical protein
gene_13470		product_name=integral membrane protein
gene_13472		product_name=putative cytochrome P450
gene_13473		product_name=hypothetical protein
gene_13477		product_name=hypothetical protein
gene_13478		product_name=putative cyclohexanone monooxygenase
gene_13481		product_name=hypothetical protein
gene_13485		product_name=isochorismatase family protein
gene_13486		product_name=putative GNAT family acetyltransferase
gene_13490		product_name=putative amino-acid N-acetyltransferase subunit Mak10
gene_13495		product_name=putative mitochondrial carrier protein
gene_13503		product_name=Longin-like domain-containing protein
gene_13504		product_name=putative DUF814 domain protein
gene_13505		product_name=translation initiation protein Sua5
gene_13506		product_name=adenosine deaminase
gene_13508		product_name=putative NADH-ubiquinone dehydrogenase 24 kDa subunit
gene_13510		product_name=putative SNF2 family helicase
gene_13511		product_name=phenylalanine ammonia-lyase
gene_13515		product_name=hypothetical protein
gene_13518		product_name=putative vacuolar transporter chaperone
gene_13519		product_name=secreted dipeptidyl peptidase DppV
gene_13520		product_name=putative DNA ligase Cdc9
gene_13528		product_name=Alpha/Beta hydrolase fold
gene_13529		product_name=Chloride channel
gene_13530		product_name=putative dihydrofolate reductase
gene_13531		product_name=hypothetical protein
gene_13538		product_name=hypothetical protein
gene_13539		product_name=hypothetical protein
gene_13540		product_name=hypothetical protein
gene_13542		product_name=putative zinc carboxypeptidase
gene_13544		product_name=SET domain protein
gene_13545		product_name=putative RING finger domain protein
gene_13546		product_name=putative mitochondrial inner membrane nuclease Nuc1
gene_13549		product_name=putative integral membrane protein
gene_13550		product_name=putative coiled-coil domain-containing protein
gene_13551		product_name=putative trafficking protein particle complex subunit 2/Sedlin
gene_13561		product_name=1-acyl-sn-glycerol-3-phosphate acyltransferase
gene_13571		product_name=putative GTP binding protein
gene_13577		product_name=putative peroxisomal membrane protein Pex17
gene_13578		product_name=integral membrane protein
gene_13585		product_name=permease of the major facilitator superfamily
gene_13586		product_name=hypothetical protein
gene_13589		product_name=hypothetical protein
gene_13590		product_name=putative U3 small nucleolar ribonucleo protein subunit
gene_13593		product_name=hypothetical protein
gene_13594		product_name=NADP-dependent malic enzyme MaeA
gene_13598		product_name=hypothetical protein
gene_13599		product_name=Tho complex subunit 7-domain containing protein
gene_13600		product_name=putative tubulin-specific chaperone Rbl2
gene_13605		product_name=60S ribosomal protein L42
gene_13608		product_name=hypothetical protein
gene_13610		product_name=putative phospholipid metabolism enzyme regulator
gene_13613		product_name=hypothetical protein
gene_13614		product_name=hypothetical protein
gene_13616		product_name=hypothetical protein
gene_13619		product_name=60S ribosomal protein L19
gene_13622		product_name=putative diphosphonucleoside phosphohydrolase
gene_13623		product_name=apses transcription factor StuA
gene_13624		product_name=hypothetical protein
gene_13626		product_name=putative cytochrome P450 monooxygenase
gene_13635		product_name=hypothetical protein
gene_13637		product_name=ras small monomeric GTPase RasB
gene_13638		product_name=hypothetical protein
gene_13640		product_name=putative nuclear migration protein
gene_13641		product_name=cytochrome b5-like heme binding domain-containing protein
gene_13646		product_name=putative cyclin-dependent protein kinase complex component
gene_13649		product_name=vacuolar H+/Ca2+ exchanger
gene_13652		product_name=putative SRP receptor beta subunit
gene_13653		product_name=putative beta-1%2C6-glucan boisynthesis protein
gene_13658		product_name=Ubiquinol-cytochrome C chaperone-domain containing protein
gene_13661		product_name=Probable Xaa-Pro aminopeptidase pepP
gene_13662		product_name=hypothetical protein
gene_13665		product_name=PX domain protein
gene_13798		product_name=hypothetical protein
gene_13863		product_name=hypothetical protein
gene_13793		product_name=putative pyrroline-5-carboxylate reductase
gene_13792		product_name=putative pyrroline-5-carboxylate reductase
gene_13789		product_name=hypothetical protein
gene_13786		product_name=hypothetical protein
gene_13785		product_name=putative WD-repeat protein
gene_13778		product_name=hypothetical protein
gene_13777		product_name=putative mitochondrial ATPase
gene_13775		product_name=serine-threonine rich protein
gene_13773		product_name=L-PSP endoribonuclease family protein Brt1
gene_13771		product_name=Mitochondrial 18 KDa protein (MTP18)-domain containing protein
gene_13768		product_name=Polymerase/histidinol phosphatase-like protein
gene_13767		product_name=hypothetical protein
gene_13764		product_name=putative dimethylaniline monooxygenase
gene_13762		product_name=hypothetical protein
gene_13755		product_name=hypothetical protein
gene_13747		product_name=SAC3/GANP domain protein
gene_13746		product_name=putative vacuolar protein sorting protein
gene_13743		product_name=Fungal protein of unknown function (DUF1774)-domain containing protein
gene_13742		product_name=3%27%2C5%27-bisphosphate nucleotidase
gene_13741		product_name=hypothetical protein
gene_13740		product_name=cytochrome P450 monooxygenase
gene_13737		product_name=R3H-associated N-terminal domain-domain containing protein
gene_13736		product_name=hypothetical protein
gene_13735		product_name=hypothetical protein
gene_13734		product_name=hypothetical protein
gene_13732		product_name=queuine tRNA-ribosyltransferase
gene_13804		product_name=Thymidylate synthase/dCMP hydroxymethylase domain-containing protein
gene_13729		product_name=hypothetical protein
gene_13727		product_name=vesicle coat complex AP-2%2C alpha subunit
gene_13722		product_name=hypothetical protein
gene_13721		product_name=RNA polymerase II transcription initiation protein
gene_13718		product_name=3-hydroxyacyl-CoA dehydrogenase%2C NAD binding domain-domain containing protein
gene_13716		product_name=actin-like protein arp6
gene_13715		product_name=hypothetical protein
gene_13708		product_name=putative ATP-dependent RNA helicase
gene_13707		product_name=Protein of unknown function (DUF3245)-domain containing protein
gene_13701		product_name=Phosphoribosyltransferase-like protein
gene_13697		product_name=putative ubiquinone biosynthesis protein
gene_13696		product_name=holocytochrome c synthase/heme-lyase
gene_13694		product_name=ubiquitin-protein ligase
gene_13687		product_name=hypothetical protein
gene_13685		product_name=Cytochrome c oxidase assembly protein cox16%2C mitochondrial
gene_13679		product_name=cytidine and deoxycytidylate deaminase zinc-binding domain protein
gene_13676		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_13674		product_name=putative rab GTPase SrgA
gene_12737		product_name=ABC bile acid transporter
gene_12745		product_name=MIP transporter
gene_12755		product_name=amino acid transporter
gene_12770		product_name=synaptic vesicle transporter
gene_12773		product_name=transferrin receptor
gene_12788		product_name=Zn(II)2Cys6 transcription factor
gene_12780		product_name=Transmembrane amino acid transporter protein-domain containing protein
gene_12783		product_name=putative transporter
gene_12786		product_name=hypothetical protein
gene_12808		product_name=putative serine protein kinase Sky1
gene_12824		product_name=Isoprenoid synthase domain-containing protein
gene_12827		product_name=Alpha/Beta hydrolase fold
gene_12837		product_name=expressed protein
gene_12849		product_name=quinone oxidoreductase
gene_12851		product_name=expressed protein
gene_12862		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_12863		product_name=C6 finger domain protein
gene_12889		product_name=ankyrin repeat-containing protein
gene_12894		product_name=hypothetical protein
gene_12896		product_name=C6 transcription factor
gene_12900		proteinId=1837732
gene_12910		product_name=expressed protein
gene_12929		product_name=hypothetical protein
gene_12937		product_name=Zn(II)2Cys6 transcription factor
gene_12943		product_name=hypothetical protein
gene_12941		product_name=expressed protein
gene_12969		product_name=hypothetical protein
gene_12957		product_name=hypothetical protein
gene_12974		product_name=hypothetical protein
gene_12979		product_name=C2H2 finger domain protein
gene_12984		product_name=Rieske 2Fe-2S family protein
gene_12986		product_name=hypothetical protein
gene_12987		product_name=putative flavin-containing amine oxidase
gene_12989		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_12990		product_name=expressed protein
gene_13008		product_name=Amidase signature domain-containing protein
gene_13006		product_name=hypothetical protein
gene_13021		product_name=expressed protein
gene_13029		proteinId=1843734
gene_13030		product_name=hypothetical protein
gene_13044		product_name=expressed protein
gene_13051		product_name=Domain of unknown function (DUF3328)-domain containing protein
gene_13069		product_name=Fungal specific transcription factor domain-domain containing protein
gene_13070		product_name=Cys/Met metabolism PLP-dependent enzyme-domain containing protein
gene_13077		product_name=Ankyrin repeat-containing domain protein
gene_13084		product_name=hypothetical protein
gene_13114		product_name=hypothetical protein
gene_13104		product_name=carboxylesterase family protein
gene_13106		product_name=alpha-glucosidase
gene_13120		product_name=dehydrogenase with different specificitie
gene_13137		product_name=hypothetical protein
gene_13147		product_name=hypothetical protein
gene_13160		product_name=dienelactone hydrolase
gene_13165		product_name=Fungal specific transcription factor domain-domain containing protein
gene_13187		product_name=hypothetical protein
gene_13174		product_name=hypothetical protein
gene_13178		product_name=cytochrome P450 monooxygenase
gene_13196		product_name=protein tyrosine phosphatase
gene_13200		product_name=hypothetical protein
gene_13209		product_name=hypothetical protein
gene_13217		product_name=COG1490 domain protein
gene_13223		product_name=hypothetical protein
gene_13205		product_name=hypothetical protein
gene_13250		product_name=cytochrome P450
gene_13254		product_name=MYB DNA-binding domain protein
gene_13278		product_name=expressed protein
gene_13280		product_name=catalase
gene_13288		product_name=Zn(II)2Cys6 transcription factor
gene_13289		product_name=putative ATP-dependent RNA helicase
gene_13293		product_name=putative C2H2 transcription factor
gene_13295		product_name=hypothetical protein
gene_13301		product_name=thiamin biosynthesis protein (Thi-4)
gene_13307		product_name=hypothetical protein
gene_13331		product_name=protein required for meiosis
gene_13325		product_name=MFS transporter
gene_13310		product_name=alpha-tubulin suppressor protein Aats1
gene_13322		product_name=Amino acid permease-domain containing protein
gene_13340		product_name=C6 transcription factor
gene_13330		product_name=hypothetical protein
gene_13317		product_name=Actin cortical patch SUR7/pH-response regulator PalI
gene_13371		product_name=hypothetical protein
gene_13376		product_name=WD40-repeat-containing domain protein
gene_13379		product_name=expressed protein
gene_13380		product_name=hypothetical protein
gene_13399		product_name=hypothetical protein
gene_13407		product_name=copper chaperone for superoxide dismutase
gene_13389		product_name=2-nitropropane dioxygenase
gene_13408		product_name=hypothetical protein
gene_13415		product_name=hypothetical protein
gene_13416		product_name=snare protein
gene_13440		product_name=Mitochondrial genome maintenance MGM101-domain containing protein
gene_13431		product_name=integral membrane protein
gene_13452		product_name=hypothetical protein
gene_13456		product_name=ankyrin
gene_13471		product_name=atma protein
gene_13489		product_name=cellobiose response regulator
gene_13517		product_name=Domain of unknown function DUF221-domain containing protein
gene_13487		product_name=Probable glucan endo-1%2C6-beta-glucosidase B
gene_13484		product_name=multicopper oxidase
gene_13537		product_name=nickel transport protein
gene_13543		product_name=guanine nucleotide exchange factor
gene_13556		product_name=hypothetical protein
gene_13560		product_name=DNA-binding cell division cycle control protein
gene_13576		product_name=Isoprenylcysteine carboxyl methyltransferase (ICMT) family-domain containing protein
gene_13575		product_name=acetyltransferase
gene_13558		product_name=transcription factor hoxa13
gene_13583		product_name=orotidine-5'-phosphate decarboxylase
gene_13591		product_name=hypothetical protein
gene_13607		product_name=MFS monosaccharide transporter
gene_13592		product_name=DnaJ domain protein
gene_13595		product_name=flavin oxidoreductase
gene_13603		product_name=ubiquitin-like protein 1
gene_13615		product_name=C6 finger domain protein
gene_13609		product_name=Domain of unknwon function (DUF3824)-domain containing protein
gene_13628		product_name=hypothetical protein
gene_13627		product_name=NADP/FAD dependent oxidoreductase
gene_13647		product_name=expressed protein
gene_13667		product_name=Ca2+-binding actin-bundling protein
gene_13663		product_name=hypothetical protein
gene_13692		product_name=Ubiquitin fusion degradation protein UFD1-domain containing protein
gene_13717		product_name=hypothetical protein
gene_13691		product_name=hypothetical protein
gene_13677		product_name=hypothetical protein
gene_13745		product_name=alpha-glucosidase
gene_13728		product_name=alanine racemase family protein
gene_13752		product_name=hypothetical protein
gene_13754		product_name=putative ankyrin
gene_13791		product_name=hypothetical protein
gene_13796		product_name=expressed protein
gene_13437		product_name=hypothetical protein
gene_13794		product_name=hypothetical protein
gene_12978		product_name=putative cortactin-binding protein
gene_12821		product_name=cytochrome P450 monooxygenase
gene_13632		product_name=MOSC domain protein
gene_13702		product_name=C4-dicarboxylate/malic acid transporter
gene_13733		product_name=Major facilitator superfamily domain-containing protein
gene_13769		product_name=4'-phosphopantetheinyl transferase superfamily
gene_12746		product_name=Bacteriocin-protection%2C YdeI or OmpD-Associated-domain containing protein
gene_13509		product_name=D-amino acid oxidase
gene_13075		product_name=hypothetical protein
gene_13681		product_name=chromosome segregation in meiosis protein 3
gene_12793		product_name=hypothetical protein
gene_13617		product_name=hypothetical protein
gene_12790		product_name=putative metal-dependent hydrolase
gene_13720		product_name=hypothetical protein
gene_13790		product_name=delta-1-pyrroline-5-carboxylate dehydrogenase
gene_12907		product_name=hypothetical protein
gene_12999		product_name=hypothetical protein
gene_13003		product_name=putative dienelactone hydrolase
gene_12950		product_name=hypothetical protein
gene_12743		product_name=permease of the major facilitator superfamily
gene_13404		product_name=S-adenosyl-L-methionine-dependent methyltransferase
gene_13362		product_name=DNA replication licensing factor mcm7
gene_13788		product_name=hypothetical protein
gene_13648		product_name=hypothetical protein
gene_12948		product_name=integral membrane protein
gene_13374		product_name=nuclear transport receptor RANBP7/RANBP8
gene_13552		product_name=sodium bile acid symporter family protein
gene_13562		product_name=npgA protein
gene_13499		product_name=hypothetical protein
gene_12892		product_name=hypothetical protein
gene_12765		product_name=Aminotransferase
gene_12731		product_name=hypothetical protein
gene_13621		product_name=P-loop containing nucleoside triphosphate hydrolase protein
gene_12921		product_name=aquaporin
gene_12930		product_name=Zn(II)2Cys6 transcription factor
gene_12854		product_name=hypothetical protein
gene_12838		product_name=amino acid transporter
gene_13524		product_name=isochorismatase domain-containing protein
gene_12806		product_name=family 28 glycosyltransferase
gene_13237		product_name=UDP-glucuronosyl and UDP-glucosyl transferase
gene_13654		product_name=gamma-glutamyl kinase
gene_12983		product_name=Amino acid/polyamine transporter I
gene_13226		product_name=hypothetical protein
gene_13604		product_name=RNA ligase/cyclic nucleotide phosphodiesterase
gene_12981		product_name=putative multicopper oxidase
gene_12982		product_name=hypothetical protein
gene_12855		product_name=hypothetical protein
gene_13710		product_name=Oxidoreductase-like protein%2C N-terminal-domain containing protein
gene_13698		product_name=hypothetical protein
gene_13639		product_name=HAD-like domain-containing protein
gene_13013		product_name=hypothetical protein
gene_13725		product_name=hypothetical protein
gene_13783		product_name=hypothetical protein
gene_13554		product_name=nuclear distribution protein nude
gene_13763		product_name=hypothetical protein
gene_13772		product_name=hypothetical protein
